EmployeeID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobSatisfaction,JobRole,MonthlyIncome,MaritalStatus,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,AttritionRiskScore,RiskCategory,PredictedAttrition,EstReplacementCost
704,18,No,Travel_Rarely,Research & Development,1,2,Medical,4,Male,3,4,Research Director,6180,Married,4,Yes,16,3,2,0,2,2,0,0,50.7,Medium,Yes,0.0
705,33,No,Travel_Rarely,Research & Development,23,3,Technical Degree,1,Male,3,2,Laboratory Technician,5359,Single,2,No,20,3,1,12,2,3,2,2,45.5,Medium,No,0.0
706,35,No,Travel_Frequently,Sales,1,1,Life Sciences,3,Female,2,3,Sales Executive,6487,Married,3,No,11,3,0,14,1,4,2,0,24.8,Low,No,0.0
707,23,No,Travel_Rarely,Research & Development,1,4,Other,3,Female,4,1,Research Scientist,8187,Single,3,No,16,3,1,1,3,4,1,0,18.8,Low,No,0.0
708,22,No,Travel_Rarely,Research & Development,8,4,Other,4,Male,1,2,Laboratory Technician,8473,Single,1,Yes,16,3,0,0,5,4,0,0,29.2,Low,No,0.0
709,52,No,Travel_Frequently,Research & Development,2,2,Other,2,Female,3,1,Healthcare Representative,7290,Single,4,No,11,4,2,27,4,2,4,1,49.8,Medium,No,0.0
710,27,No,Travel_Frequently,Human Resources,5,5,Other,4,Female,1,1,Manager,6779,Divorced,5,No,18,3,1,4,2,4,4,1,24.4,Low,No,0.0
711,42,No,Travel_Rarely,Research & Development,2,3,Other,3,Male,1,4,Manufacturing Director,6495,Married,2,No,11,3,1,17,2,2,1,0,36.4,Medium,No,0.0
712,31,No,Travel_Rarely,Research & Development,1,3,Other,2,Male,3,2,Healthcare Representative,6343,Married,2,No,16,4,0,8,2,1,1,0,52.3,Medium,Yes,0.0
713,31,Yes,Travel_Frequently,Research & Development,4,4,Marketing,3,Male,4,2,Manufacturing Director,6231,Single,3,No,18,3,0,7,1,4,0,0,33.9,Medium,No,37386.0
714,45,No,Non-Travel,Sales,1,2,Human Resources,4,Male,3,4,Sales Representative,8967,Single,2,No,15,3,2,24,4,2,2,0,22.3,Low,No,0.0
715,39,No,Travel_Rarely,Research & Development,11,3,Human Resources,3,Female,4,3,Manager,7592,Married,2,No,12,3,1,18,4,1,1,1,32.5,Medium,No,0.0
716,45,Yes,Travel_Rarely,Research & Development,14,2,Life Sciences,3,Female,4,4,Research Scientist,6929,Single,0,No,11,3,2,23,2,2,3,3,32.3,Medium,No,41574.0
717,37,No,Travel_Rarely,Research & Development,1,4,Other,2,Male,4,3,Research Scientist,7827,Married,2,No,16,3,0,15,1,1,3,1,36.8,Medium,No,0.0
718,36,No,Travel_Rarely,Research & Development,7,2,Other,1,Female,2,2,Research Scientist,5172,Divorced,1,No,13,3,3,13,4,4,0,0,37.4,Medium,No,0.0
719,34,No,Travel_Rarely,Research & Development,2,2,Technical Degree,3,Female,3,4,Healthcare Representative,6268,Married,4,No,17,3,0,14,0,1,2,2,35.5,Medium,No,0.0
720,32,No,Travel_Rarely,Research & Development,3,3,Other,3,Male,4,4,Healthcare Representative,9613,Married,4,No,21,3,3,9,4,3,7,0,12.9,Low,No,0.0
721,36,No,Travel_Rarely,Research & Development,5,3,Human Resources,4,Female,3,4,Research Director,8945,Married,3,No,16,3,0,16,2,2,10,0,10.2,Low,No,0.0
722,41,Yes,Travel_Rarely,Research & Development,29,2,Human Resources,2,Male,1,1,Laboratory Technician,7839,Divorced,0,Yes,11,3,0,21,4,2,0,0,70.2,High,Yes,47034.0
723,33,No,Travel_Rarely,Research & Development,12,4,Human Resources,1,Female,1,2,Healthcare Representative,5830,Single,4,No,12,3,1,10,3,4,0,0,43.2,Medium,No,0.0
724,27,Yes,Travel_Frequently,Research & Development,11,4,Marketing,2,Male,3,2,Manager,6937,Divorced,3,No,11,3,1,1,2,1,1,1,47.1,Medium,No,41622.0
725,39,No,Travel_Rarely,Research & Development,1,4,Other,1,Female,3,2,Manufacturing Director,8598,Married,2,No,11,3,2,13,4,1,2,0,26.8,Low,No,0.0
726,37,No,Travel_Rarely,Research & Development,4,3,Technical Degree,2,Female,3,3,Healthcare Representative,6830,Divorced,2,No,15,4,0,20,5,4,4,1,31.4,Medium,No,0.0
727,24,No,Travel_Rarely,Research & Development,1,2,Other,2,Female,2,2,Research Director,7254,Single,2,No,19,4,0,1,2,3,1,0,37.6,Medium,No,0.0
728,32,No,Travel_Rarely,Research & Development,3,3,Human Resources,3,Female,3,1,Research Director,8975,Single,4,No,16,3,1,11,3,3,4,0,17.4,Low,No,0.0
729,34,No,Travel_Rarely,Research & Development,13,3,Technical Degree,1,Female,2,1,Research Scientist,7332,Married,5,Yes,11,3,0,11,6,3,0,0,48.9,Medium,No,0.0
730,28,No,Travel_Rarely,Human Resources,18,4,Human Resources,3,Male,1,1,Manager,5519,Married,4,No,20,3,1,4,1,2,1,1,40.4,Medium,No,0.0
731,45,No,Non-Travel,Research & Development,11,3,Technical Degree,1,Female,1,2,Laboratory Technician,8218,Divorced,3,No,18,3,0,20,0,4,0,0,27.8,Low,No,0.0
732,40,No,Travel_Rarely,Research & Development,1,3,Life Sciences,2,Male,2,4,Manager,6106,Divorced,3,No,11,3,0,17,4,4,3,3,24.7,Low,No,0.0
733,22,No,Travel_Rarely,Human Resources,5,4,Other,3,Male,1,3,Human Resources,3581,Single,3,No,16,3,3,1,5,4,1,1,26.8,Low,No,0.0
734,56,No,Travel_Frequently,Research & Development,1,2,Human Resources,1,Male,3,3,Healthcare Representative,7232,Married,3,No,13,3,0,35,3,4,6,0,37.1,Medium,No,0.0
735,31,No,Travel_Rarely,Research & Development,27,5,Technical Degree,2,Female,4,4,Laboratory Technician,8716,Divorced,2,No,13,4,1,10,2,4,3,0,19.7,Low,No,0.0
736,46,No,Travel_Rarely,Sales,16,1,Medical,2,Female,4,2,Sales Executive,6080,Divorced,2,No,20,3,0,22,2,4,1,1,35.0,Medium,No,0.0
737,33,No,Travel_Rarely,Sales,4,3,Human Resources,1,Female,3,1,Sales Executive,5716,Single,3,No,11,4,0,9,1,2,7,5,45.0,Medium,No,0.0
738,33,No,Travel_Rarely,Research & Development,1,1,Human Resources,2,Female,2,3,Research Scientist,8133,Divorced,1,No,19,3,3,14,1,3,6,0,19.7,Low,No,0.0
739,29,No,Travel_Rarely,Research & Development,1,4,Marketing,4,Female,3,2,Research Scientist,5542,Divorced,7,No,11,3,2,6,1,4,1,0,24.3,Low,No,0.0
740,28,No,Travel_Frequently,Sales,12,1,Human Resources,1,Male,4,4,Sales Representative,5618,Married,3,Yes,14,3,0,3,1,1,3,0,57.7,Medium,Yes,0.0
741,34,No,Travel_Rarely,Research & Development,8,2,Other,3,Male,3,1,Research Scientist,8950,Single,5,No,11,4,2,10,3,4,9,0,14.6,Low,No,0.0
742,59,No,Travel_Rarely,Research & Development,1,4,Other,1,Female,4,1,Healthcare Representative,9068,Divorced,2,No,14,4,0,37,3,2,1,0,44.7,Medium,No,0.0
743,32,No,Travel_Rarely,Research & Development,1,3,Marketing,2,Male,2,4,Research Scientist,7656,Single,3,Yes,16,3,0,9,2,4,9,5,23.1,Low,No,0.0
744,37,No,Travel_Rarely,Research & Development,12,4,Medical,2,Male,4,2,Research Scientist,9831,Single,0,Yes,11,3,0,13,3,3,4,0,25.7,Low,No,0.0
745,54,Yes,Travel_Frequently,Research & Development,2,3,Medical,4,Female,3,2,Manufacturing Director,9508,Married,2,Yes,15,3,0,34,3,3,5,1,55.5,Medium,Yes,57048.0
746,42,No,Travel_Frequently,Sales,19,3,Technical Degree,4,Male,1,4,Sales Representative,7914,Divorced,5,No,16,3,1,19,2,1,10,1,27.1,Low,No,0.0
747,39,No,Travel_Rarely,Sales,4,3,Human Resources,3,Female,3,3,Sales Executive,9137,Divorced,3,No,18,3,1,19,3,2,1,0,20.4,Low,No,0.0
748,34,No,Travel_Frequently,Research & Development,13,4,Life Sciences,3,Female,2,1,Manufacturing Director,8549,Married,1,No,15,3,0,12,4,2,3,1,23.6,Low,No,0.0
749,57,No,Non-Travel,Sales,1,4,Medical,1,Female,1,4,Sales Executive,8973,Married,2,No,17,4,0,34,2,1,5,1,42.4,Medium,No,0.0
750,48,No,Travel_Rarely,Sales,4,3,Human Resources,3,Female,3,4,Sales Representative,6397,Single,2,No,15,3,2,25,0,1,2,0,35.1,Medium,No,0.0
751,50,Yes,Travel_Rarely,Research & Development,1,3,Human Resources,1,Female,4,3,Manufacturing Director,11631,Divorced,2,No,15,3,3,31,2,3,7,0,45.4,Medium,No,69786.0
752,46,No,Travel_Rarely,Sales,1,3,Medical,4,Female,4,4,Manager,7385,Married,3,No,12,3,0,25,1,3,2,1,26.9,Low,No,0.0
753,50,No,Travel_Rarely,Research & Development,1,3,Human Resources,2,Female,2,4,Laboratory Technician,8110,Single,2,No,11,3,0,28,4,3,5,0,34.0,Medium,No,0.0
754,39,Yes,Travel_Rarely,Sales,17,2,Human Resources,4,Male,1,1,Manager,6012,Single,6,No,19,3,0,14,2,2,2,2,59.3,Medium,Yes,36072.0
755,30,No,Travel_Frequently,Sales,3,2,Marketing,1,Female,1,3,Sales Executive,4275,Married,4,No,12,4,2,9,3,2,1,1,47.6,Medium,No,0.0
756,38,No,Travel_Rarely,Sales,1,4,Medical,3,Female,4,4,Sales Executive,5545,Married,5,No,12,3,0,13,2,4,3,0,26.1,Low,No,0.0
757,42,No,Travel_Rarely,Sales,10,2,Technical Degree,1,Female,4,1,Sales Representative,9091,Married,0,No,15,3,3,20,2,4,13,2,20.0,Low,No,0.0
758,34,Yes,Travel_Frequently,Research & Development,1,5,Human Resources,2,Male,2,4,Manager,6879,Single,2,Yes,17,3,1,10,1,3,1,0,39.6,Medium,No,41274.0
759,49,No,Travel_Rarely,Sales,7,4,Technical Degree,3,Female,3,2,Manager,6044,Divorced,3,No,13,3,0,28,3,1,2,1,43.6,Medium,No,0.0
760,46,No,Travel_Frequently,Sales,2,4,Other,4,Female,3,1,Sales Executive,8306,Married,2,No,11,3,2,25,4,3,0,0,28.1,Low,No,0.0
761,40,No,Travel_Rarely,Research & Development,1,4,Technical Degree,1,Female,1,1,Manager,6473,Divorced,9,No,14,3,2,15,3,3,0,0,37.3,Medium,No,0.0
762,47,Yes,Travel_Rarely,Sales,7,2,Other,1,Female,1,1,Sales Executive,8848,Married,4,No,16,3,0,27,2,2,4,1,56.0,Medium,Yes,53088.0
763,34,No,Travel_Frequently,Research & Development,1,4,Medical,4,Female,1,2,Manager,9470,Divorced,1,No,21,3,1,11,4,1,11,3,11.4,Low,No,0.0
764,34,No,Travel_Frequently,Research & Development,29,4,Technical Degree,2,Male,2,3,Research Scientist,8663,Single,2,No,11,4,0,12,6,1,0,0,34.0,Medium,No,0.0
765,34,No,Travel_Rarely,Research & Development,10,3,Human Resources,4,Male,4,4,Manager,9735,Married,3,No,11,3,2,8,5,1,8,5,9.7,Low,No,0.0
766,22,No,Non-Travel,Sales,6,4,Life Sciences,1,Female,1,3,Sales Executive,5973,Married,0,No,11,3,3,0,3,1,0,0,39.3,Medium,No,0.0
767,24,Yes,Travel_Rarely,Research & Development,6,3,Medical,1,Female,4,4,Manager,7029,Single,3,Yes,11,4,0,2,3,2,2,0,59.0,Medium,Yes,42174.0
768,48,No,Travel_Rarely,Sales,3,2,Medical,4,Female,3,1,Sales Executive,6722,Married,0,No,14,3,2,28,1,4,0,0,30.1,Medium,No,0.0
769,37,No,Travel_Rarely,Research & Development,29,4,Marketing,4,Female,1,1,Manufacturing Director,7450,Married,2,No,15,3,1,33,4,2,6,0,30.3,Medium,No,0.0
770,44,Yes,Travel_Rarely,Research & Development,20,3,Human Resources,1,Female,2,4,Manufacturing Director,11757,Married,3,Yes,18,3,0,19,6,4,0,0,47.9,Medium,No,70542.0
771,43,Yes,Non-Travel,Research & Development,29,4,Technical Degree,3,Male,1,3,Research Scientist,5180,Married,0,Yes,12,3,0,21,4,1,0,0,61.1,High,Yes,31080.0
772,48,No,Travel_Rarely,Research & Development,23,4,Marketing,3,Female,3,4,Manufacturing Director,11377,Single,5,No,14,3,3,24,3,1,3,0,17.8,Low,No,0.0
773,30,No,Travel_Rarely,Research & Development,19,3,Life Sciences,2,Female,2,1,Laboratory Technician,8077,Divorced,6,No,16,3,0,10,6,2,5,0,35.1,Medium,No,0.0
774,39,No,Travel_Rarely,Research & Development,23,4,Marketing,2,Male,2,4,Healthcare Representative,8080,Single,3,No,12,3,1,22,2,2,1,1,33.4,Medium,No,0.0
775,37,No,Travel_Rarely,Research & Development,3,3,Medical,1,Male,2,3,Manufacturing Director,8907,Divorced,2,No,20,3,0,17,1,2,8,8,11.2,Low,No,0.0
776,44,No,Travel_Rarely,Research & Development,3,3,Life Sciences,3,Male,4,4,Manager,6576,Single,4,Yes,18,3,1,21,2,3,0,0,45.5,Medium,No,0.0
777,28,No,Travel_Rarely,Sales,15,2,Life Sciences,3,Male,2,2,Sales Executive,11006,Divorced,2,No,11,3,2,7,3,3,7,4,12.1,Low,No,0.0
778,44,No,Travel_Frequently,Research & Development,4,2,Other,1,Male,4,1,Laboratory Technician,9272,Divorced,4,No,11,3,3,20,4,2,10,3,15.8,Low,No,0.0
779,35,No,Travel_Rarely,Research & Development,4,3,Marketing,2,Female,3,3,Manager,4587,Single,3,Yes,18,3,0,13,3,4,1,1,41.5,Medium,No,0.0
780,50,Yes,Travel_Rarely,Research & Development,2,1,Other,2,Female,3,1,Research Director,4036,Single,0,No,11,3,1,29,2,3,1,0,60.7,High,Yes,24216.0
781,25,Yes,Travel_Rarely,Research & Development,21,1,Medical,2,Male,1,3,Healthcare Representative,8082,Single,6,Yes,16,3,0,2,3,2,2,0,66.7,High,Yes,48492.0
782,31,No,Travel_Rarely,Research & Development,1,4,Human Resources,3,Male,3,1,Manager,8214,Single,3,No,19,3,2,7,2,2,7,0,21.2,Low,No,0.0
783,44,No,Travel_Rarely,Research & Development,20,4,Other,1,Male,1,3,Research Director,9622,Single,2,No,11,4,0,22,2,4,12,3,12.5,Low,No,0.0
784,40,No,Travel_Frequently,Sales,12,3,Life Sciences,3,Male,3,1,Manager,7027,Married,6,No,15,3,2,20,5,2,1,1,44.2,Medium,No,0.0
785,37,No,Travel_Rarely,Research & Development,14,1,Life Sciences,1,Male,3,1,Manufacturing Director,7813,Married,4,Yes,16,3,2,7,2,3,7,0,35.2,Medium,No,0.0
786,26,No,Non-Travel,Research & Development,2,3,Technical Degree,2,Male,2,1,Research Director,8602,Married,3,No,12,3,0,6,1,1,6,0,34.2,Medium,No,0.0
787,39,No,Travel_Rarely,Sales,7,4,Marketing,3,Male,1,3,Sales Executive,7951,Married,2,No,14,4,1,17,0,3,0,0,21.7,Low,No,0.0
788,33,No,Travel_Rarely,Research & Development,1,3,Marketing,3,Female,2,2,Research Scientist,8051,Single,2,Yes,18,3,0,10,3,1,1,1,44.3,Medium,No,0.0
789,38,No,Non-Travel,Human Resources,22,3,Human Resources,3,Female,3,2,Human Resources,9347,Single,4,No,14,3,1,17,1,2,15,0,14.1,Low,No,0.0
790,41,No,Travel_Rarely,Sales,9,5,Marketing,3,Male,3,3,Sales Representative,9095,Single,2,No,23,3,0,16,6,2,1,1,18.0,Low,No,0.0
791,37,No,Travel_Frequently,Research & Development,5,2,Medical,3,Male,4,2,Research Director,7368,Married,1,No,11,3,0,16,6,3,5,4,25.2,Low,No,0.0
792,34,No,Travel_Rarely,Research & Development,2,4,Marketing,1,Male,3,2,Research Scientist,7216,Married,2,No,20,3,0,10,1,4,0,0,28.2,Low,No,0.0
793,39,No,Travel_Rarely,Research & Development,13,3,Technical Degree,3,Male,4,3,Manager,7026,Divorced,7,Yes,24,3,2,17,5,2,3,2,44.0,Medium,No,0.0
794,30,No,Travel_Rarely,Research & Development,12,3,Other,1,Female,4,2,Research Director,8288,Married,4,Yes,11,4,1,6,2,2,2,2,48.3,Medium,No,0.0
795,28,No,Travel_Rarely,Human Resources,6,4,Other,2,Male,3,3,Manager,5576,Married,1,No,15,3,1,2,1,4,2,0,25.3,Low,No,0.0
796,31,No,Travel_Rarely,Sales,1,3,Marketing,4,Male,3,1,Sales Representative,5127,Married,1,No,17,3,3,8,5,2,2,2,35.5,Medium,No,0.0
797,44,No,Travel_Rarely,Sales,28,4,Other,1,Male,2,4,Manager,8709,Married,3,No,18,3,2,24,3,1,9,0,19.5,Low,No,0.0
798,35,No,Travel_Rarely,Research & Development,4,3,Other,4,Female,3,2,Research Director,7216,Married,0,No,11,3,1,13,1,3,2,2,24.0,Low,No,0.0
799,29,No,Travel_Rarely,Research & Development,9,4,Other,1,Male,3,3,Manager,7310,Single,3,Yes,11,3,0,5,1,3,0,0,48.8,Medium,No,0.0
800,39,No,Travel_Rarely,Research & Development,29,1,Marketing,2,Female,3,1,Manager,6348,Divorced,7,No,14,3,0,18,3,4,1,1,37.0,Medium,No,0.0
801,50,No,Travel_Rarely,Research & Development,1,2,Technical Degree,1,Female,4,2,Research Director,10140,Married,1,Yes,13,4,0,27,3,1,6,0,34.1,Medium,No,0.0
802,46,No,Non-Travel,Research & Development,7,1,Marketing,3,Male,1,4,Research Director,5457,Married,4,No,15,3,3,22,1,1,2,0,37.0,Medium,No,0.0
803,40,No,Travel_Rarely,Sales,1,3,Life Sciences,1,Female,4,3,Sales Executive,4802,Single,1,No,12,3,1,17,1,2,0,0,58.3,Medium,Yes,0.0
804,41,No,Travel_Rarely,Research & Development,11,3,Other,4,Male,3,4,Manufacturing Director,7184,Single,1,No,14,3,1,16,2,4,1,0,28.8,Low,No,0.0
805,27,No,Travel_Rarely,Human Resources,29,1,Other,1,Female,3,1,Manager,4376,Married,5,No,11,3,2,4,3,4,3,0,37.5,Medium,No,0.0
806,49,No,Travel_Rarely,Research & Development,1,3,Human Resources,2,Male,1,2,Healthcare Representative,7457,Divorced,2,No,11,3,0,25,3,4,0,0,37.0,Medium,No,0.0
807,24,No,Travel_Frequently,Research & Development,26,2,Life Sciences,1,Male,2,3,Healthcare Representative,5356,Divorced,2,Yes,17,3,2,0,2,4,0,0,40.1,Medium,No,0.0
808,42,Yes,Travel_Rarely,Sales,18,1,Marketing,1,Female,2,1,Sales Executive,7508,Single,5,No,12,4,0,20,3,1,6,6,62.9,High,Yes,45048.0
809,31,No,Travel_Rarely,Sales,20,3,Human Resources,1,Male,1,3,Manager,7709,Divorced,1,No,12,3,2,7,2,3,3,3,27.6,Low,No,0.0
810,30,No,Travel_Rarely,Research & Development,2,3,Technical Degree,3,Male,3,1,Research Scientist,9912,Married,2,No,22,3,0,9,1,1,6,3,16.0,Low,No,0.0
811,41,Yes,Travel_Rarely,Research & Development,1,3,Marketing,3,Male,2,1,Manager,7149,Married,3,Yes,20,3,2,16,2,1,5,0,65.2,High,Yes,42894.0
812,36,No,Travel_Rarely,Research & Development,12,3,Technical Degree,1,Female,2,3,Healthcare Representative,9296,Divorced,4,Yes,11,3,0,13,4,4,0,0,29.2,Low,No,0.0
813,49,No,Travel_Rarely,Sales,2,1,Medical,3,Male,4,4,Manager,7599,Married,3,Yes,18,3,0,29,4,1,1,1,52.4,Medium,Yes,0.0
814,38,No,Travel_Rarely,Sales,9,4,Technical Degree,1,Male,2,2,Sales Representative,6073,Married,4,Yes,16,3,2,13,5,4,2,2,41.0,Medium,No,0.0
815,35,No,Non-Travel,Research & Development,29,3,Life Sciences,1,Male,3,1,Research Director,10420,Single,2,No,17,3,0,14,2,3,6,1,21.4,Low,No,0.0
816,30,No,Travel_Rarely,Research & Development,10,1,Life Sciences,2,Female,1,1,Laboratory Technician,7065,Married,0,No,11,3,1,8,1,4,8,0,21.1,Low,No,0.0
817,25,No,Travel_Frequently,Research & Development,12,3,Life Sciences,1,Male,3,2,Laboratory Technician,8803,Married,4,No,14,3,3,3,2,2,3,1,20.8,Low,No,0.0
818,29,No,Non-Travel,Sales,1,3,Medical,3,Female,2,1,Sales Representative,6262,Single,3,Yes,12,3,0,8,4,1,0,0,62.5,High,Yes,0.0
819,41,No,Travel_Rarely,Research & Development,2,2,Other,1,Female,2,3,Healthcare Representative,9088,Single,2,No,12,4,0,15,2,2,9,6,12.6,Low,No,0.0
820,35,No,Travel_Rarely,Research & Development,1,4,Technical Degree,1,Male,1,2,Manager,9335,Married,2,No,16,3,3,9,5,1,4,1,19.5,Low,No,0.0
821,25,No,Travel_Rarely,Research & Development,1,4,Human Resources,3,Female,1,3,Research Scientist,3848,Single,2,No,11,3,2,1,2,1,1,1,35.8,Medium,No,0.0
822,27,No,Travel_Frequently,Research & Development,1,5,Life Sciences,2,Female,2,2,Research Director,3745,Divorced,5,No,14,3,0,5,4,2,4,0,43.4,Medium,No,0.0
823,31,Yes,Travel_Rarely,Sales,6,3,Life Sciences,3,Female,4,3,Manager,6389,Married,7,No,22,3,0,11,4,1,5,0,40.4,Medium,No,38334.0
824,29,No,Travel_Rarely,Research & Development,2,3,Marketing,2,Male,4,3,Research Scientist,5752,Married,2,No,11,3,1,3,3,2,0,0,41.1,Medium,No,0.0
825,34,No,Travel_Rarely,Research & Development,1,3,Other,1,Female,3,4,Research Director,10156,Single,4,No,16,3,1,13,6,1,3,2,20.4,Low,No,0.0
826,49,No,Travel_Frequently,Research & Development,1,3,Other,3,Male,3,4,Healthcare Representative,6043,Married,2,No,22,3,0,28,3,3,2,0,34.6,Medium,No,0.0
827,42,No,Non-Travel,Sales,4,1,Other,4,Female,3,4,Sales Representative,4192,Divorced,2,No,11,3,0,19,1,2,2,2,37.4,Medium,No,0.0
828,41,No,Travel_Frequently,Research & Development,4,3,Life Sciences,4,Female,2,1,Research Director,6963,Single,5,No,11,3,1,22,5,4,1,0,35.3,Medium,No,0.0
829,37,No,Travel_Rarely,Research & Development,11,3,Marketing,3,Female,3,4,Sales Executive,7417,Married,2,Yes,16,3,0,0,3,4,0,0,38.1,Medium,No,0.0
830,34,No,Travel_Frequently,Research & Development,4,3,Other,1,Male,1,1,Healthcare Representative,8858,Single,3,No,11,4,2,14,2,4,6,6,14.2,Low,No,0.0
831,57,No,Travel_Frequently,Research & Development,6,3,Marketing,3,Male,1,1,Laboratory Technician,4706,Married,2,No,14,3,0,32,6,3,3,3,34.2,Medium,No,0.0
832,45,No,Travel_Rarely,Sales,28,1,Life Sciences,2,Female,1,1,Manager,7387,Married,4,No,15,3,1,18,3,2,2,2,47.9,Medium,No,0.0
833,36,No,Travel_Rarely,Research & Development,2,3,Human Resources,1,Male,3,4,Healthcare Representative,7457,Married,2,No,16,3,2,14,3,3,0,0,30.7,Medium,No,0.0
834,52,No,Non-Travel,Research & Development,5,1,Human Resources,4,Male,3,2,Manager,7321,Single,4,No,13,3,3,29,1,4,0,0,30.5,Medium,No,0.0
835,43,No,Travel_Rarely,Research & Development,1,3,Human Resources,1,Female,3,1,Manager,5720,Married,4,No,11,3,2,19,2,1,0,0,55.6,Medium,Yes,0.0
836,18,No,Travel_Rarely,Research & Development,10,3,Human Resources,3,Female,2,4,Manufacturing Director,8780,Single,2,No,20,3,0,0,4,2,0,0,18.5,Low,No,0.0
837,37,No,Travel_Rarely,Research & Development,15,3,Human Resources,3,Female,1,3,Manufacturing Director,6485,Single,2,Yes,17,3,2,20,2,4,4,0,46.8,Medium,No,0.0
838,25,Yes,Travel_Rarely,Sales,1,4,Life Sciences,4,Male,4,4,Sales Representative,4919,Married,4,Yes,11,3,1,2,1,1,2,0,62.5,High,Yes,29514.0
839,45,No,Travel_Rarely,Sales,17,3,Technical Degree,2,Female,1,1,Manager,6781,Married,3,No,11,3,0,25,6,3,4,2,36.7,Medium,No,0.0
840,60,No,Non-Travel,Research & Development,3,1,Other,3,Male,2,4,Research Director,11626,Married,1,Yes,15,3,1,35,4,3,16,0,33.7,Medium,No,0.0
841,20,No,Non-Travel,Research & Development,1,4,Other,2,Male,3,3,Manager,7122,Single,3,No,17,3,0,1,5,3,1,0,30.1,Medium,No,0.0
842,52,Yes,Travel_Frequently,Research & Development,13,3,Medical,4,Female,2,3,Healthcare Representative,4991,Married,3,Yes,14,3,0,30,2,1,1,1,73.0,High,Yes,29946.0
843,30,No,Travel_Rarely,Research & Development,11,3,Technical Degree,3,Female,4,3,Healthcare Representative,8443,Divorced,2,No,11,3,1,7,3,3,0,0,20.6,Low,No,0.0
844,31,No,Travel_Rarely,Sales,1,5,Human Resources,4,Male,4,2,Sales Representative,6391,Single,3,No,11,3,0,6,5,3,6,2,32.8,Medium,No,0.0
845,34,No,Travel_Rarely,Research & Development,2,4,Marketing,3,Female,1,2,Manager,7663,Single,2,Yes,15,3,0,14,3,1,5,4,44.3,Medium,No,0.0
846,32,No,Travel_Rarely,Research & Development,4,5,Technical Degree,1,Female,2,2,Laboratory Technician,9706,Single,2,No,12,3,0,8,5,3,6,0,15.1,Low,No,0.0
847,26,No,Travel_Rarely,Sales,1,4,Other,2,Male,1,4,Sales Representative,10608,Divorced,1,Yes,11,4,1,6,4,4,4,0,24.3,Low,No,0.0
848,33,No,Travel_Rarely,Research & Development,27,4,Other,3,Male,3,1,Manager,7457,Divorced,0,No,15,4,1,9,5,3,2,0,27.5,Low,No,0.0
849,35,No,Travel_Frequently,Research & Development,6,1,Marketing,4,Male,1,3,Laboratory Technician,7457,Divorced,1,No,11,3,1,14,6,1,14,9,17.5,Low,No,0.0
850,30,No,Travel_Frequently,Sales,5,2,Human Resources,2,Male,4,3,Manager,6962,Married,2,No,11,4,1,9,3,4,8,1,25.1,Low,No,0.0
851,39,No,Travel_Rarely,Sales,8,3,Other,1,Female,4,2,Sales Representative,8929,Single,4,No,11,3,3,16,5,4,13,3,17.0,Low,No,0.0
852,18,No,Travel_Rarely,Research & Development,24,2,Medical,1,Male,2,4,Research Scientist,6269,Married,4,No,21,4,1,0,1,1,0,0,44.7,Medium,No,0.0
853,38,No,Non-Travel,Sales,18,2,Other,4,Female,1,1,Manager,9688,Married,2,Yes,11,3,1,17,3,3,8,1,22.5,Low,No,0.0
854,60,Yes,Travel_Rarely,Sales,2,3,Technical Degree,1,Female,2,1,Sales Representative,4667,Married,4,Yes,15,3,0,35,4,4,0,0,69.0,High,Yes,28002.0
855,27,No,Non-Travel,Sales,11,1,Human Resources,3,Male,2,1,Sales Representative,6217,Single,1,No,11,3,1,6,4,3,6,0,33.4,Medium,No,0.0
856,38,No,Travel_Frequently,Research & Development,1,4,Human Resources,1,Male,1,2,Research Director,7445,Married,1,No,17,4,2,16,2,1,8,0,37.3,Medium,No,0.0
857,44,No,Travel_Rarely,Research & Development,2,1,Life Sciences,2,Male,3,4,Manager,6432,Married,5,No,18,3,2,23,6,4,5,5,22.0,Low,No,0.0
858,38,No,Non-Travel,Research & Development,1,2,Life Sciences,3,Female,1,4,Manufacturing Director,13393,Married,2,No,13,4,1,15,3,2,15,1,11.9,Low,No,0.0
859,34,No,Travel_Rarely,Research & Development,4,3,Life Sciences,2,Female,2,2,Laboratory Technician,8279,Married,3,Yes,20,3,0,14,4,1,0,0,47.2,Medium,No,0.0
860,34,No,Travel_Frequently,Sales,1,4,Medical,2,Female,4,1,Sales Executive,7168,Single,5,No,14,3,0,10,5,4,0,0,48.7,Medium,No,0.0
861,39,Yes,Travel_Frequently,Research & Development,5,2,Other,4,Male,2,4,Healthcare Representative,6715,Divorced,1,No,19,3,3,19,3,3,2,2,41.8,Medium,No,40290.0
862,32,No,Travel_Rarely,Sales,9,2,Medical,4,Female,3,4,Manager,7366,Married,1,No,16,3,1,7,2,4,7,1,17.3,Low,No,0.0
